Nacimiento;Sexo;Residencia;Estrato;Frecuencia_compra;Sitio_compra;Base_compra;Impulso_compra;Combine_nueva;Info_etiqueta;Import_marquilla;Impacto_textil;Cal_impacto;Recurso_imp;Disposición_ropa;Uso_ropasegunda;Origen_compra
1/02/1983;Masculino;Envigado;4;No compro.;Tiendas en centros comerciales.;Utilidad., Calidad., Materiales ecológicos.;La compro por deseo.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Bajos;Agua.;La regalo o dono a alguien.;Si.;Importada.
7/02/1983;Femenino;Medellín;4;Una vez por mes.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas., Internet.;Utilidad., Calidad., Los precios bajos.;La compro por su utilidad.;Si.;No.;;El crecimiento económico de los países.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
9/02/1983;Masculino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Los precios bajos.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
25/02/1983;Femenino;Medellín;6;Una vez por semana.;Tiendas en centros comerciales.;Las tendencias o conceptos de moda.;La compro por deseo.;No.;No.;;Contaminación de aguas y suelos.;Altos;Humano.;La regalo o dono a alguien.;No.;Importada.
29/03/1983;Masculino;Caldas;2;Una vez al año.;Tiendas en centros comerciales.;Apariencia estética., Los precios bajos.;La compro por deseo.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Suelo.;La uso para otro fin.;Si.;Importada.
12/05/1983;Masculino;Medellín;4;Dos veces al año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño.;Apariencia estética., Utilidad., Calidad., Las tendencias o conceptos de moda., La marca o el almacén de compra.;La compro por su utilidad.;Si.;Si.;Materiales., Instrucciones de cuidado., Lugar de fabricación., Empresa fabricante.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
12/05/1983;Masculino;Medellín;4;Dos veces al año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño.;Apariencia estética., Calidad., Las tendencias o conceptos de moda., La marca o el almacén de compra.;La compro por su utilidad.;Si.;Si.;Materiales., Instrucciones de cuidado.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
12/05/1983;Masculino;Medellín;4;Dos veces al año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño.;Apariencia estética., Calidad., Las tendencias o conceptos de moda., La marca o el almacén de compra.;La compro por su utilidad.;Si.;Si.;Materiales., Instrucciones de cuidado., Lugar de fabricación.;Tendencias de conceptos y diseños.;Altos;Agua.;La tiro a la basura.;Si.;Nacional - Local.
17/05/1983;Masculino;Itagüí;3;De 3 a cuatro veces por año.;Tiendas por departamentos o almacenes de cadena.;Apariencia estética.;La compro por su utilidad.;No.;No.;;Oportunidad de empleos.;Bajos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
27/05/1983;Femenino;La Estrella;2;Una vez por mes.;Tiendas de segunda mano o roperos., Hecha a la medida;Las tendencias o conceptos de moda., Referenciador, fashionista  o Blogger., Los precios bajos.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
4/06/1983;Femenino;Medellín;4;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Internet.;Apariencia estética., Utilidad., Calidad., La marca o el almacén de compra.;La compro por deseo.;Si.;Si.;Materiales., Instrucciones de cuidado., Lugar de fabricación.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
23/06/1983;Femenino;Medellín;4;Una vez por mes.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas., Internet.;Apariencia estética., Utilidad., Calidad., Las tendencias o conceptos de moda., La marca o el almacén de compra.;La compro por deseo.;Si.;Si.;Materiales., Lugar de fabricación., Empresa fabricante.;Tendencias de conceptos y diseños.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
27/09/1983;Masculino;Caldas;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Calidad.;La compro por su utilidad.;Si.;Si.;Materiales., Instrucciones de cuidado., Lugar de fabricación.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Bajos;Humano.;La regalo o dono a alguien.;No.;Nacional - Local.
29/09/1983;Masculino;Bello;2;Una vez al año.;Tiendas por departamentos o almacenes de cadena.;El comercio justo.;La compro por deseo.;No.;Si.;Materiales.;Oportunidad de empleos.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
30/09/1983;Femenino;Medellín;4;Una vez al año.;Tiendas de autor o marcas locales de diseño.;Calidad.;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
5/10/1983;Femenino;Medellín;4;Una vez por mes.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas., Internet.;Calidad.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
13/11/1983;Masculino;Itagüí;3;Una vez por mes.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Internet.;Apariencia estética., Utilidad., Calidad., Materiales ecológicos., Los precios bajos.;La compro por deseo.;Si.;No.;;El crecimiento económico de los países.;Altos;Humano.;La regalo o dono a alguien.;No.;Nacional - Local.
3/12/1983;Masculino;Medellín;4;De 3 a cuatro veces por año.;Tiendas por departamentos o almacenes de cadena.;Utilidad.;La compro por su utilidad.;Si.;No.;;Tendencias de conceptos y diseños.;Medios;Humano.;La tiro a la basura.;Si.;Nacional - Local.
5/12/1983;Femenino;Medellín;5;Una vez por mes.;Tiendas en centros comerciales.;Apariencia estética.;La compro por deseo.;No.;No.;;Acumulación de residuos.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
6/12/1983;Femenino;Medellín;3;Una vez por mes.;Tiendas en centros comerciales.;Calidad., Las tendencias o conceptos de moda., La marca o el almacén de compra.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
6/12/1983;Masculino;Envigado;5;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño.;Apariencia estética., Utilidad., Las tendencias o conceptos de moda., La marca o el almacén de compra.;La compro por deseo.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
18/12/1983;Femenino;Medellín;5;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética., Utilidad., Calidad.;La compro por su utilidad.;No.;No.;;Oportunidad de empleos.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
2/01/1984;Masculino;Sabaneta;3;Una vez por mes.;Tiendas en centros comerciales., Internet.;Apariencia estética., Utilidad., Calidad., Las tendencias o conceptos de moda.;La compro por su utilidad.;Si.;Si.;Empresa fabricante.;Tendencias de conceptos y diseños.;Medios;Agua.;La regalo o dono a alguien.;No.;Importada.
23/01/1984;Masculino;Medellín;4;Una vez por mes.;Tiendas en centros comerciales.;Apariencia estética., Las tendencias o conceptos de moda., La marca o el almacén de compra., Referenciador, fashionista  o Blogger.;La compro por su utilidad.;No.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
24/01/1984;Masculino;Envigado;3;Dos veces al año.;Tiendas en centros comerciales.;Apariencia estética., Calidad., La marca o el almacén de compra.;La compro por deseo.;No.;Si.;Materiales., Instrucciones de cuidado.;El crecimiento económico de los países.;Altos;Agua.;La uso para otro fin.;Si.;Nacional - Local.
29/01/1984;Femenino;Medellín;1;Una vez al año.;Almacenes o en el hueco ;Porque la necesito y me parece bonita ;La compro por deseo.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
31/01/1984;Femenino;Medellín;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas., Internet.;Apariencia estética., Utilidad., Calidad., El comercio justo., Materiales ecológicos., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Emisión de gases y uso de energía.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
3/02/1984;Femenino;Medellín;4;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Internet.;Apariencia estética., Utilidad., El comercio justo.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
6/02/1984;Masculino;Medellín;6;De 3 a cuatro veces por año.;Tiendas por departamentos o almacenes de cadena., Internet.;Apariencia estética., Calidad.;La compro por su utilidad.;No.;No.;;Tendencias de conceptos y diseños.;Medios;Agua.;La regalo o dono a alguien.;Si.;Importada.
24/02/1984;Femenino;Medellín;5;Una vez por mes.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas.;Apariencia estética., Utilidad.;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
14/03/1984;Femenino;Medellín;6;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad.;La compro por deseo.;Si.;No.;;Oportunidad de empleos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
14/03/1984;Femenino;Medellín;6;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño.;Apariencia estética., El comercio justo.;La compro por su utilidad.;Si.;No.;;Oportunidad de empleos.;Medios;Humano.;La regalo o dono a alguien.;No.;Nacional - Local.
26/03/1984;Femenino;Caldas;3;Una vez por mes.;Catálogos físicos o revistas de ventas.;Calidad., Los precios bajos.;La compro por deseo.;Si.;No.;;Tendencias de conceptos y diseños.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
27/03/1984;Masculino;Itagüí;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
6/04/1984;Femenino;Sabaneta;4;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Calidad.;La compro por su utilidad.;No.;No.;;Oportunidad de empleos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
12/04/1984;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño.;Apariencia estética., Utilidad., Calidad., El comercio justo., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
16/04/1984;Femenino;Envigado;4;Una vez por mes.;Tiendas de autor o marcas locales de diseño.;La marca o el almacén de compra.;La compro por su utilidad.;Si.;No.;;Acumulación de residuos.;Medios;Suelo.;La regalo o dono a alguien.;No.;Nacional - Local.
16/04/1984;Femenino;Medellín;3;Una vez por mes.;Tiendas en centros comerciales.;Calidad., La marca o el almacén de compra.;La compro por su utilidad.;Si.;Si.;Materiales., Instrucciones de cuidado.;Tendencias de conceptos y diseños.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
22/04/1984;Femenino;Medellín;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Locales comerciales del centro de la ciudad;Utilidad.;La compro por su utilidad.;Si.;No.;;El crecimiento económico de los países.;Medios;Agua.;La tiro a la basura.;No.;Nacional - Local.
19/05/1984;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Utilidad., Calidad.;La compro por su utilidad.;Si.;Si.;Materiales., Lugar de fabricación.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
13/06/1984;Femenino;Sabaneta;4;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas.;Utilidad., Materiales ecológicos., Los precios bajos.;La compro por su utilidad.;Si.;Si.;Materiales.;Emisión de gases y uso de energía.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
14/06/1984;Femenino;Medellín;5;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Catálogos físicos o revistas de ventas.;Apariencia estética., Utilidad., Las tendencias o conceptos de moda., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
16/06/1984;Femenino;Medellín;4;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Calidad., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
27/06/1984;Femenino;Bello;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Internet.;Apariencia estética., Utilidad., Calidad., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Oportunidad de empleos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
4/07/1984;Femenino;Bello;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño.;Las tendencias o conceptos de moda.;La compro por deseo.;Si.;Si.;Instrucciones de cuidado., Lugar de fabricación.;Oportunidad de empleos.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
16/07/1984;Masculino;Medellín;4;Una vez por mes.;Tiendas en centros comerciales.;Apariencia estética., Las tendencias o conceptos de moda., La marca o el almacén de compra.;La compro por deseo.;Si.;No.;;Tendencias de conceptos y diseños.;Altos;Agua.;La regalo o dono a alguien.;No.;Importada.
21/07/1984;Femenino;Medellín;5;Una vez por mes.;Tiendas en centros comerciales.;Apariencia estética., Utilidad., Calidad., Los precios bajos.;La compro por su utilidad.;Si.;Si.;Materiales., Lugar de fabricación.;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
9/08/1984;Masculino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Internet., Amigos que poseen tienda ;Apariencia estética., Calidad., El comercio justo., Los precios bajos.;La compro por deseo.;Si.;Si.;Materiales., Instrucciones de cuidado., Empresa fabricante.;Oportunidad de empleos.;Altos;Aire.;La cambio con alguien por otro objeto.;Si.;Nacional - Local.
